1173
0	40	179	0	0	100000
1	56	105	11	4617	7809
2	89	60	8	219	2930
3	118	186	20	492	5199
4	43	75	24	6945	11825
5	86	38	12	401	2821
6	149	119	13	14808	18483
7	146	93	14	9948	13787
8	22	109	8	9682	12139
9	52	121	16	8647	14078
10	99	120	24	1888	6786
11	194	38	19	5613	8805
12	37	198	3	6607	10619
13	145	104	4	9	2927
14	16	84	3	2794	4698
15	90	95	19	16744	20628
16	88	75	22	5763	11380
17	120	154	3	6853	12310
18	142	98	13	729	3650
19	31	62	19	11106	15181
20	135	8	8	12111	16333
21	173	32	11	339	1633
22	154	165	15	12764	15266
23	173	93	15	1411	6806
24	67	66	22	7175	9150
25	45	169	13	11754	15545
26	125	78	22	76	1103
27	89	167	16	2467	7636
28	21	48	6	4527	7392
29	51	100	15	7977	11814
30	15	63	22	14655	19144
31	140	15	24	4723	9393
32	168	16	14	94	2160
33	167	23	23	362	2275
34	130	93	12	9316	13659
35	9	11	8	11099	15275
36	75	195	7	1338	5425
37	80	1	14	17182	21527
38	67	54	10	574	3788
39	105	11	4	2352	7173
40	186	191	20	1970	7389
41	42	199	20	7774	12109
42	41	167	24	8620	11219
43	166	43	16	5539	9341
44	174	73	14	5301	10506
45	61	48	6	2974	7633
46	44	156	22	832	5158
47	152	162	11	6366	8647
48	177	15	11	98	3313
49	165	121	13	8651	12399
50	57	57	5	2635	8465
51	192	176	26	7438	11119
52	140	71	24	10933	12411
53	173	95	10	3063	5300
54	85	64	24	762	4952
55	129	197	3	3776	8212
56	136	100	15	1987	3748
57	105	3	19	8588	12240
58	171	138	25	6945	10707
59	34	38	4	4400	8808
60	55	47	5	11315	14855
61	108	178	21	10296	14386
62	157	25	19	3923	6395
63	188	136	14	1429	4945
64	25	116	7	1333	5271
65	156	83	18	5018	9898
66	109	5	19	115	2355
67	139	16	25	101	1174
68	100	90	7	4706	8129
69	130	187	25	8445	11103
70	86	75	27	270	5158
71	68	106	14	1351	4085
72	86	120	22	2708	6623
73	105	86	24	674	3297
74	98	114	4	3727	6452
75	30	117	16	1787	4364
76	147	11	8	2219	5328
77	103	191	20	6784	10951
78	48	193	24	2745	4082
79	141	96	24	68	1885
80	123	1	24	107	3245
81	124	193	14	8091	12050
82	110	154	22	5739	9945
83	108	131	8	6527	10870
84	173	192	26	3363	5686
85	137	102	9	12569	16103
86	112	6	19	5825	8917
87	98	167	17	2967	5646
88	57	36	13	11109	14641
89	183	56	17	14622	19272
90	199	199	14	12149	16531
91	173	161	3	1766	5125
92	138	32	19	12967	16892
93	179	114	21	11742	16554
94	39	32	10	2998	6786
95	109	84	14	798	4719
96	133	176	18	10412	14553
97	181	145	25	8860	12613
98	41	102	18	16228	20681
