690 100
0	40	179	0	0	100000
1	56	105	11	4771	7876
2	89	60	8	7067	10523
3	118	186	20	57	1582
4	43	75	24	680	3168
5	86	38	12	1102	2651
6	149	119	13	4046	6457
7	146	93	14	1291	5325
8	22	109	8	776	3734
9	52	121	16	895	4652
10	99	120	24	7342	11241
11	194	38	19	5249	7836
12	37	198	3	2963	6323
13	145	104	4	5181	7337
14	16	84	3	216	2104
15	90	95	19	4179	5790
16	88	75	22	1085	2828
17	120	154	3	1127	3238
18	142	98	13	528	3070
19	31	62	19	1631	4245
20	135	8	8	1054	6026
21	173	32	11	51	1967
22	154	165	15	1824	6166
23	173	93	15	245	3206
24	67	66	22	1130	2968
25	45	169	13	1619	5984
26	125	78	22	940	3932
27	89	167	16	143	3530
28	21	48	6	139	4021
29	51	100	15	14	2892
30	15	63	22	3627	5349
31	140	15	24	613	2383
32	168	16	14	359	4368
33	167	23	23	1394	4076
34	130	93	12	1777	5631
35	9	11	8	1019	3389
36	75	195	7	4736	6362
37	80	1	14	339	3695
38	67	54	10	332	5409
39	105	11	4	6037	9392
40	186	191	20	463	1444
41	42	199	20	2708	4771
42	41	167	24	1275	4482
43	166	43	16	526	2743
44	174	73	14	6390	8007
45	61	48	6	4706	9357
46	44	156	22	258	4022
47	152	162	11	1121	5240
48	177	15	11	4469	8686
49	165	121	13	2836	6447
50	57	57	5	2405	5574
51	192	176	26	42	2539
52	140	71	24	199	1823
53	173	95	10	61	2308
54	85	64	24	5587	9983
55	129	197	3	7391	10535
56	136	100	15	2352	7129
57	105	3	19	6723	9956
58	171	138	25	2594	6266
59	34	38	4	4376	6225
60	55	47	5	6094	9341
61	108	178	21	8641	11587
62	157	25	19	6970	9715
63	188	136	14	1779	4382
64	25	116	7	5436	7755
65	156	83	18	196	1486
66	109	5	19	548	4781
67	139	16	25	212	2644
68	100	90	7	71	1299
69	130	187	25	28	1042
70	86	75	27	609	3428
71	68	106	14	530	3289
72	86	120	22	1850	5283
73	105	86	24	4200	7773
74	98	114	4	225	2866
75	30	117	16	3509	6740
76	147	11	8	207	2208
77	103	191	20	89	3836
78	48	193	24	5212	8079
79	141	96	24	4451	6451
80	123	1	24	415	5012
81	124	193	14	1156	3813
82	110	154	22	5	828
83	108	131	8	327	2030
84	173	192	26	2394	6302
85	137	102	9	4764	7060
86	112	6	19	5091	9272
87	98	167	17	2007	4890
88	57	36	13	1916	4921
89	183	56	17	1940	4490
90	199	199	14	3078	5039
91	173	161	3	1342	6006
92	138	32	19	753	2878
93	179	114	21	232	3531
94	39	32	10	430	3878
95	109	84	14	3002	5560
96	133	176	18	1609	5932
97	181	145	25	1400	5259
98	41	102	18	5654	7868
99	86	136	16	4792	8704
100	42	18	3	6485	8724
101	70	74	-11	5787	8648
102	132	28	-8	9122	11958
103	52	81	-20	3423	6599
104	110	92	-24	752	2133
105	137	129	-12	2711	6232
106	94	92	-13	3291	7483
107	61	44	-14	5694	8466
108	191	171	-8	3203	5065
109	29	41	-16	6341	8545
110	82	104	-24	7692	11658
111	17	193	-19	5514	8702
112	157	26	-3	6068	9023
113	6	36	-4	8243	12585
114	93	140	-3	7151	9398
115	156	1	-19	6943	9808
116	68	79	-22	8682	11927
117	196	190	-3	4431	7278
118	173	158	-13	814	2586
119	33	139	-19	6506	10199
120	199	90	-8	1909	6899
121	32	117	-11	7818	10848
122	103	17	-15	8359	11398
123	8	0	-15	124	4554
124	10	122	-22	106	4483
125	10	43	-13	7689	11146
126	5	56	-22	4375	6743
127	64	100	-16	5513	8187
128	26	200	-6	2277	6425
129	135	135	-15	3375	6453
130	182	163	-22	3652	6629
131	198	151	-24	3978	7194
132	62	145	-14	5456	7057
133	26	200	-23	3585	6544
134	160	15	-12	5482	9429
135	53	50	-8	1076	5364
136	90	72	-7	7531	10834
137	2	107	-14	1089	4133
138	198	113	-10	2771	5491
139	189	3	-4	7944	11320
140	28	98	-20	96	2919
141	190	196	-20	8092	10764
142	8	188	-24	2099	5556
143	154	177	-16	4321	7784
144	164	108	-14	8049	11072
145	77	171	-6	9336	11169
146	68	129	-22	3067	6292
147	1	64	-11	5351	7912
148	175	30	-11	6655	10691
149	87	108	-13	3736	7773
150	200	12	-5	5938	8612
151	9	42	-26	1377	4504
152	119	65	-24	2334	4080
153	133	94	-10	3014	6144
154	47	170	-24	7181	10415
155	93	45	-3	7026	10992
156	45	55	-15	4800	7474
157	91	105	-19	6605	9732
