828
0	40	179	0	0	100000
1	56	105	11	5843	10733
2	89	60	8	0	3056
3	118	186	20	11050	13626
4	43	75	24	90	3125
5	86	38	12	5952	8295
6	149	119	13	756	2611
7	146	93	14	1660	4584
8	22	109	8	6870	10709
9	52	121	16	1215	3159
10	99	120	24	5682	9143
11	194	38	19	1458	3441
12	37	198	3	677	3088
13	145	104	4	4088	7562
14	16	84	3	1495	5969
15	90	95	19	6360	9280
16	88	75	22	26	711
17	120	154	3	6544	9344
18	142	98	13	4415	7011
19	31	62	19	2135	3777
20	135	8	8	130	2813
21	173	32	11	9142	11638
22	154	165	15	3750	7970
23	173	93	15	4947	8531
24	67	66	22	7014	9574
25	45	169	13	792	5780
26	125	78	22	628	4783
27	89	167	16	66	4470
28	21	48	6	2702	4499
29	51	100	15	8086	9386
30	15	63	22	10735	12845
31	140	15	24	750	3948
32	168	16	14	178	3078
33	167	23	23	1200	4528
34	130	93	12	26	3922
35	9	11	8	1482	5033
36	75	195	7	4807	6595
37	80	1	14	1111	3551
38	67	54	10	6742	10425
39	105	11	4	243	3061
40	186	191	20	3590	7431
41	42	199	20	601	2127
42	41	167	24	625	4710
43	166	43	16	4176	8676
44	174	73	14	397	5251
45	61	48	6	1344	3897
46	44	156	22	6048	9918
47	152	162	11	1070	2714
48	177	15	11	8149	12521
49	165	121	13	4483	8352
50	57	57	5	68	881
51	192	176	26	8487	10590
52	140	71	24	3711	8526
53	173	95	10	2425	5741
54	85	64	24	99	1168
55	129	197	3	6647	9982
56	136	100	15	5406	7736
57	105	3	19	9904	13336
58	171	138	25	5083	8641
59	34	38	4	460	2297
60	55	47	5	217	3521
61	108	178	21	5767	8696
62	157	25	19	530	2536
63	188	136	14	3628	8203
64	25	116	7	42	2271
65	156	83	18	348	4143
66	109	5	19	202	1888
67	139	16	25	3902	6072
68	100	90	7	89	3243
69	130	187	25	2410	5549
70	86	75	27	371	2434
71	68	106	14	2631	4783
72	86	120	22	5717	10875
73	105	86	24	1313	2506
74	98	114	4	5688	9404
75	30	117	16	1000	3201
76	147	11	8	110	4718
77	103	191	20	3986	7510
78	48	193	24	2324	6921
79	141	96	24	3888	7629
80	123	1	24	1475	4949
81	124	193	14	4964	7947
82	110	154	22	957	4493
83	108	131	8	8738	10112
84	173	192	26	4137	7469
85	137	102	9	913	3369
86	112	6	19	5838	7994
87	98	167	17	1156	4682
88	57	36	13	861	3635
89	183	56	17	5312	7915
90	199	199	14	7520	11518
91	173	161	3	4992	7612
92	138	32	19	9494	12290
93	179	114	21	3717	8254
94	39	32	10	100	3163
95	109	84	14	1431	4564
96	133	176	18	4273	7632
97	181	145	25	4279	8420
98	41	102	18	1503	5103
99	86	136	16	1694	2929
100	42	18	3	3101	6538
101	70	74	19	160	1878
102	28	52	13	1706	3924
103	110	92	20	5407	7549
104	129	94	14	9517	12326
105	61	44	26	319	2333
106	171	29	8	859	5077
107	82	104	5	29	3750
108	193	157	6	5118	7226
109	6	36	14	504	3324
110	140	156	3	694	3970
111	68	79	27	1720	3212
112	190	173	22	5566	8235
113	33	139	27	2	1080
114	90	32	17	5072	10235
115	103	17	4	1091	3757
