1311
0	40	179	0	0	100000
1	56	105	11	23	3444
2	89	60	8	9905	14348
3	118	186	20	9483	12898
4	43	75	24	13904	17484
5	86	38	12	3896	5751
6	149	119	13	2261	4929
7	146	93	14	3654	7271
8	22	109	8	6891	9828
9	52	121	16	6308	11211
10	99	120	24	2378	5621
11	194	38	19	5423	10209
12	37	198	3	5979	9956
13	145	104	4	541	4533
14	16	84	3	10889	16949
15	90	95	19	5108	8823
16	88	75	22	271	4941
17	120	154	3	1516	3775
18	142	98	13	444	3352
19	31	62	19	12287	14131
20	135	8	8	5344	11559
21	173	32	11	4848	9963
22	154	165	15	8807	12006
23	173	93	15	15685	18965
24	67	66	22	3456	7249
25	45	169	13	12997	18079
26	125	78	22	17199	20595
27	89	167	16	288	3386
28	21	48	6	9342	12980
29	51	100	15	3045	4617
30	15	63	22	1715	7418
31	140	15	24	8325	11341
32	168	16	14	548	2832
33	167	23	23	12046	18090
34	130	93	12	111	5124
35	9	11	8	9710	12837
36	75	195	7	10241	14344
37	80	1	14	3921	5411
38	67	54	10	10735	14542
39	105	11	4	13758	16627
40	186	191	20	150	2391
41	42	199	20	10965	13648
42	41	167	24	20854	25779
43	166	43	16	6281	10653
44	174	73	14	3172	8407
45	61	48	6	517	3776
46	44	156	22	398	3053
47	152	162	11	10209	13430
48	177	15	11	12867	17882
49	165	121	13	4044	8207
50	57	57	5	4825	10466
51	192	176	26	14320	17657
52	140	71	24	2546	4823
53	173	95	10	4123	10380
54	85	64	24	11042	13559
55	129	197	3	794	2130
56	136	100	15	8371	12787
57	105	3	19	207	2529
58	171	138	25	19824	22799
59	34	38	4	2215	4542
60	55	47	5	12832	16267
61	108	178	21	14563	18735
62	157	25	19	15924	21321
63	188	136	14	2788	4528
64	25	116	7	991	3914
65	156	83	18	2039	7730
66	109	5	19	951	2757
67	139	16	25	66	2174
68	100	90	7	13379	15893
69	130	187	25	16056	17644
70	86	75	27	15921	20428
71	68	106	14	460	3145
72	86	120	22	725	5747
73	105	86	24	11412	15305
74	98	114	4	226	3744
75	30	117	16	3257	5419
76	147	11	8	6986	11261
77	103	191	20	1435	4515
78	48	193	24	6087	8488
79	141	96	24	17847	20211
80	123	1	24	574	4063
81	124	193	14	728	4894
82	110	154	22	5593	9733
83	108	131	8	3578	8076
84	173	192	26	4054	9576
85	137	102	9	16720	21839
86	112	6	19	9106	11900
87	98	167	17	335	5773
88	57	36	13	4805	9567
89	183	56	17	460	1972
90	199	199	14	53	4154
91	173	161	3	1617	4449
92	138	32	19	13007	18238
93	179	114	21	2991	7325
94	39	32	10	5111	11095
95	109	84	14	4088	8721
96	133	176	18	18168	20590
97	181	145	25	6839	10993
98	41	102	18	6061	10426
99	86	136	16	23172	24743
100	42	18	3	8697	14732
101	70	74	19	9865	14605
102	28	52	13	4956	10440
103	110	92	20	1162	3852
104	129	94	14	1770	5939
105	61	44	26	5796	9953
106	171	29	8	113	1603
107	82	104	5	6983	11967
108	193	157	6	10195	14229
109	6	36	14	13679	18136
110	140	156	3	3295	6403
111	68	79	27	11916	14498
112	190	173	22	45	1827
113	33	139	27	5178	8400
114	90	32	17	136	4250
115	103	17	4	1741	5217
116	0	10	18	7631	11676
117	10	43	4	3844	6515
118	56	64	15	12776	17395
119	26	200	19	10540	15405
120	135	182	23	8815	12041
121	198	151	10	1596	6420
122	145	26	27	10455	15559
123	160	15	9	14130	15946
124	50	90	12	7087	8678
125	2	107	27	8396	10581
126	113	189	3	10105	14362
127	28	98	26	8176	11739
128	196	8	26	20976	23922
129	154	177	23	1563	3970
130	108	77	24	2558	5786
131	68	129	3	8596	13380
132	64	175	7	1843	4879
133	87	108	27	293	3794
134	12	9	8	10994	15301
135	119	65	19	2379	6583
136	94	47	23	19501	23375
137	93	45	8	763	2568
138	55	91	16	15555	19945
139	116	100	11	5539	10166
140	155	64	25	3411	8979
141	26	144	18	2280	7271
142	94	93	14	14263	16865
143	96	38	27	6267	10697
144	10	35	19	12251	16224
145	137	58	5	17254	23281
146	146	68	14	2379	6561
147	173	148	6	19213	22361
148	194	167	27	748	3595
149	104	5	21	969	2505
150	175	101	4	17939	22256
151	9	191	25	13917	17995
152	178	181	5	2621	8632
153	97	30	6	547	4246
154	143	110	13	15078	17922
155	96	118	22	8322	12959
156	16	94	11	232	2622
157	70	164	26	1919	4740
158	102	15	12	13796	18174
159	84	122	9	5361	11204
160	81	67	4	1134	5499
161	2	70	23	106	2558
162	89	76	8	9012	13343
163	70	4	9	19008	24071
164	147	182	4	3816	9572
165	13	73	15	7016	12263
166	7	50	27	9015	14579
167	98	195	15	2724	6526
168	52	47	5	2815	6601
169	78	76	15	6532	11815
170	89	88	7	8969	13736
171	137	99	9	5705	9402
172	102	160	21	1010	4869
173	157	30	10	82	3915
174	2	83	12	13261	18342
175	159	131	8	3232	8871
176	184	192	5	158	1774
177	38	136	6	9363	13363
178	164	10	16	5134	7466
179	193	187	26	16430	18362
180	145	69	20	10523	16309
181	7	28	10	1617	7792
182	107	199	8	11781	16793
183	191	104	17	1074	5445
184	116	152	5	453	2218
185	116	115	6	13742	17986
186	59	78	9	13349	16348
187	98	109	24	1259	4745
188	69	120	16	20159	23497
189	142	142	3	7658	11924
190	164	49	12	13805	18951
191	188	22	-11	20150	23904
192	168	170	-8	22559	25250
193	190	66	-20	21847	24246
194	155	116	-24	16271	17841
195	85	120	-12	16680	19206
196	193	51	-13	21865	25458
197	123	85	-14	21312	23460
198	113	154	-8	21893	26907
199	77	93	-16	10415	13478
200	32	140	-24	18395	22295
201	105	176	-19	9850	14174
202	104	114	-3	18229	21757
203	155	53	-4	13149	19064
204	61	13	-3	12845	16767
205	100	4	-19	13423	15927
206	176	104	-22	2613	6745
207	10	32	-3	11800	15927
208	190	59	-13	22162	24649
209	167	92	-19	18117	21395
210	148	198	-8	23164	25911
211	9	0	-11	9382	13307
212	8	85	-15	15586	18888
213	88	126	-15	18072	23774
214	176	23	-22	6288	10607
215	0	94	-13	15946	19353
216	92	153	-22	19391	21682
217	121	8	-16	12292	16143
218	154	33	-6	13926	17931
219	109	26	-15	16182	21999
220	190	48	-22	4788	8100
221	12	113	-24	10673	15166
222	194	35	-14	5763	8006
223	27	196	-23	22594	25017
224	126	115	-12	20544	24241
225	81	131	-8	20113	23066
226	116	93	-7	13697	16734
227	120	32	-14	4432	8428
228	171	25	-10	12783	17850
229	93	199	-4	18863	22873
230	134	101	-20	2987	6944
231	150	30	-20	19395	23652
232	1	154	-24	20991	24864
233	47	182	-16	8290	12527
234	67	98	-14	9976	14036
235	186	76	-6	7629	10457
236	84	59	-22	15242	21062
237	180	167	-11	8953	12811
238	139	157	-11	21122	25788
239	6	44	-13	12072	16950
240	70	190	-5	7457	12792
241	151	109	-26	18371	23341
242	38	152	-24	7144	11701
243	141	110	-10	13249	15348
244	23	146	-24	18476	23327
245	39	75	-3	13825	17086
246	193	100	-15	17614	21294
247	107	149	-19	975	3928
248	141	147	-25	20723	23692
249	10	73	-4	11891	15921
250	185	77	-5	21560	24006
251	58	179	-21	19962	21863
252	137	173	-19	15931	19849
253	48	122	-14	8050	11446
254	76	193	-7	20867	24641
255	195	81	-18	22155	24503
256	122	166	-19	6568	11424
257	47	180	-25	9558	13237
258	176	24	-7	17697	19089
259	186	134	-25	17923	21940
260	194	175	-27	22490	24800
261	48	60	-14	8784	11290
262	170	106	-22	19775	21547
263	21	116	-24	22963	25247
264	38	138	-4	21780	26709
265	182	189	-16	10252	13142
266	85	63	-8	19017	22657
267	145	106	-20	2449	5386
268	170	164	-24	18453	21986
269	15	65	-24	20492	24088
270	187	24	-24	3634	7684
271	26	40	-14	5860	8278
272	37	96	-22	13852	18533
273	86	131	-8	12751	16279
274	186	18	-26	12510	17297
275	7	37	-9	21490	22930
276	149	126	-19	16445	19779
277	134	63	-17	8321	13772
278	53	11	-13	15532	20323
279	38	19	-17	18386	23068
280	54	5	-14	2015	7037
281	12	138	-3	6500	9630
282	119	35	-19	18102	22114
283	16	183	-21	16721	20821
284	138	59	-10	10129	12196
285	38	178	-14	16710	20698
286	155	158	-18	21417	24425
287	187	179	-25	14462	19541
288	129	176	-18	13963	17843
289	63	85	-16	21533	26956
290	67	164	-3	21492	27067
291	80	52	-19	19577	23891
292	127	24	-13	14680	16244
293	100	105	-20	11523	14295
294	103	95	-14	7994	11032
295	25	165	-26	16895	21679
296	55	90	-8	16106	18731
297	100	174	-5	8991	12760
298	125	139	-6	17575	20778
299	155	196	-14	23156	26618
300	38	48	-3	9093	12834
301	33	89	-27	15655	19137
302	176	196	-22	16037	18349
303	141	172	-27	14588	18365
304	31	11	-17	6790	10626
305	194	165	-4	13095	15016
306	39	67	-18	8843	13524
307	182	77	-4	22302	26315
308	16	140	-15	18539	22959
309	137	127	-19	20190	25611
310	125	76	-23	14877	19563
311	118	8	-10	1335	6863
312	170	182	-27	17903	20443
313	19	31	-9	14496	15994
314	27	176	-12	16646	19821
315	166	149	-27	18053	21075
316	67	56	-3	11573	13989
317	128	158	-26	14375	18718
318	144	150	-26	22426	26272
319	43	28	-23	11762	14517
320	1	93	-24	14440	18303
321	36	96	-3	15597	17182
322	49	91	-7	17488	20030
323	18	110	-27	6886	11251
324	137	106	-8	17917	21916
325	31	72	-19	15689	20644
326	46	21	-23	19731	23356
327	186	139	-8	3201	6283
328	195	171	-16	18662	23126
329	160	119	-11	22140	26889
330	131	178	-25	14274	18783
331	175	58	-18	4408	7456
332	184	170	-14	21919	26524
333	28	45	-27	8293	11164
334	90	186	-19	12578	15932
335	175	78	-5	20720	23198
336	85	36	-14	4598	8821
337	171	23	-6	20066	25058
338	147	168	-27	14567	18050
339	108	162	-21	3261	7539
340	46	160	-4	18401	22529
341	112	72	-25	18233	21989
342	177	1	-5	8185	11419
343	139	138	-6	15250	18225
344	80	5	-13	16953	19191
345	177	66	-22	12541	16955
346	131	122	-11	13284	18536
347	3	75	-26	3509	6076
348	118	112	-12	17770	21899
349	96	62	-9	15252	20151
350	162	89	-4	2515	5109
351	174	21	-23	11470	14166
352	156	125	-8	20619	24824
353	75	145	-9	20844	24695
354	129	123	-4	14577	18563
355	127	188	-15	10310	13411
356	144	107	-27	10695	15307
357	13	41	-15	6550	9288
358	180	35	-5	6636	9993
359	190	96	-15	23826	26788
360	122	51	-7	17717	23006
361	177	171	-9	14770	20217
362	153	94	-21	3326	7906
363	105	64	-10	10853	13572
364	66	188	-12	14003	18283
365	199	90	-8	19276	23958
366	40	149	-5	9885	14403
367	72	154	-6	10350	14852
368	143	6	-16	10206	14709
369	173	144	-26	20050	23213
370	166	142	-20	11814	15870
371	135	59	-10	3721	7758
372	7	85	-8	13585	18277
373	176	6	-17	5729	8386
374	26	148	-5	5266	9498
375	4	46	-6	19953	22397
376	19	5	-9	17189	21185
377	178	5	-24	3946	8923
378	91	107	-16	21967	26042
379	162	190	-3	17282	20977
380	117	92	-12	19325	22267
