1104
0	40	179	0	0	100000
1	56	105	11	5616	9393
2	89	60	8	85	2282
3	118	186	20	7059	9871
4	43	75	24	4166	7653
5	86	38	12	9634	14115
6	149	119	13	9564	14070
7	146	93	14	279	1836
8	22	109	8	455	5485
9	52	121	16	1486	6669
10	99	120	24	1130	4832
11	194	38	19	2098	4894
12	37	198	3	5260	8009
13	145	104	4	11206	13810
14	16	84	3	51	4942
15	90	95	19	1824	5523
16	88	75	22	1242	3499
17	120	154	3	5869	10661
18	142	98	13	1835	6594
19	31	62	19	1252	4791
20	135	8	8	2825	7199
21	173	32	11	8928	12585
22	154	165	15	12828	16425
23	173	93	15	8505	13650
24	67	66	22	8307	11887
25	45	169	13	923	4954
26	125	78	22	6935	10006
27	89	167	16	1070	6513
28	21	48	6	4530	10044
29	51	100	15	5084	10314
30	15	63	22	3225	5756
31	140	15	24	765	3850
32	168	16	14	7081	12579
33	167	23	23	13856	17768
34	130	93	12	10061	13919
35	9	11	8	5606	8279
36	75	195	7	518	2517
37	80	1	14	14192	18031
38	67	54	10	4180	8835
39	105	11	4	216	4211
40	186	191	20	1485	4664
41	42	199	20	6150	8664
42	41	167	24	2640	7715
43	166	43	16	8068	12273
44	174	73	14	2992	5874
45	61	48	6	12128	14531
46	44	156	22	10449	12733
47	152	162	11	327	2547
48	177	15	11	2288	5509
49	165	121	13	529	3492
50	57	57	5	4601	8588
51	192	176	26	8473	10240
52	140	71	24	11606	15446
53	173	95	10	747	5402
54	85	64	24	9081	12797
55	129	197	3	1000	3641
56	136	100	15	1512	7041
57	105	3	19	6126	10216
58	171	138	25	3019	7249
59	34	38	4	9798	12292
60	55	47	5	2671	5910
61	108	178	21	4164	7858
62	157	25	19	9991	13865
63	188	136	14	6303	9558
64	25	116	7	5505	9219
65	156	83	18	9375	12035
66	109	5	19	5285	10124
67	139	16	25	2071	3959
68	100	90	7	5715	8727
69	130	187	25	10512	13368
70	86	75	27	241	1562
71	68	106	14	1221	7088
72	86	120	22	8419	12095
73	105	86	24	10376	14304
74	98	114	4	8218	10830
75	30	117	16	3367	6437
76	147	11	8	13094	16248
77	103	191	20	87	2174
78	48	193	24	5377	10349
79	141	96	24	323	4255
80	123	1	24	9007	13300
81	124	193	14	10193	15733
82	110	154	22	5694	10376
83	108	131	8	6916	10178
84	173	192	26	503	1998
85	137	102	9	5968	11102
86	112	6	19	4809	8962
87	98	167	17	9843	12066
88	57	36	13	4775	8801
89	183	56	17	495	4098
90	199	199	14	5825	9372
91	173	161	3	7615	11691
92	138	32	19	4692	8223
93	179	114	21	2023	4610
94	39	32	10	105	2354
95	109	84	14	8409	12013
96	133	176	18	6825	11027
97	181	145	25	12235	15912
98	41	102	18	4912	7674
99	86	136	16	11394	15708
100	42	18	3	400	2198
101	70	74	19	4769	7445
102	28	52	13	3641	7462
103	110	92	20	94	1276
104	129	94	14	3047	5201
105	61	44	26	8645	12860
106	171	29	8	15590	21030
107	82	104	5	13698	16947
108	193	157	6	10919	13546
109	6	36	14	2830	6500
110	140	156	3	1845	5359
111	68	79	27	16463	20314
112	190	173	22	722	3923
113	33	139	27	4382	7960
114	90	32	17	8146	12895
115	103	17	4	763	2964
116	0	10	18	7670	11244
117	10	43	4	9897	14068
118	56	64	15	460	3107
119	26	200	19	2400	8026
120	135	182	23	1664	6432
121	198	151	10	285	2881
122	145	26	27	48	2098
123	160	15	9	9058	12585
124	50	90	12	4234	8907
125	2	107	27	1542	5078
126	113	189	3	1698	3343
127	28	98	26	3098	6688
128	196	8	26	8972	11020
129	154	177	23	6111	10863
130	108	77	24	206	5295
131	68	129	3	10112	14983
132	64	175	7	6718	11229
133	87	108	27	2339	6246
134	12	9	8	6104	10467
135	119	65	19	3810	7052
136	94	47	23	11963	13352
137	93	45	8	7430	9965
138	55	91	16	127	3366
139	116	100	11	12801	15716
140	155	64	25	248	1842
141	26	144	18	223	2448
142	94	93	14	1459	5442
143	96	38	27	430	2807
144	10	35	19	4037	7297
145	137	58	5	4605	6846
146	146	68	14	11302	16132
147	173	148	6	11426	13641
148	194	167	27	3316	6518
149	104	5	21	787	3524
150	175	101	4	4784	9960
151	9	191	25	1287	3321
152	178	181	5	187	4776
153	97	30	6	12554	16223
154	143	110	13	10800	15148
155	96	118	22	307	2804
156	16	94	11	694	2877
157	70	164	26	11266	13468
158	102	15	12	12511	16867
159	84	122	9	3146	6295
160	81	67	4	595	1697
161	2	70	-11	9003	12036
162	164	89	-8	17948	20788
163	76	41	-20	12762	15155
164	70	4	-24	12975	16696
165	52	147	-12	11084	15539
166	182	9	-13	16233	19039
167	13	73	-14	264	5186
168	97	7	-8	4226	8572
169	50	196	-16	2471	6584
170	98	195	-24	7525	11775
171	96	52	-19	2506	3998
172	47	16	-3	12554	16134
173	78	76	-4	12977	17377
174	96	89	-3	2542	4506
175	88	30	-19	6549	8372
176	137	99	-22	15441	18262
177	46	102	-3	11312	14901
178	160	147	-13	16442	20575
179	157	30	-19	5384	7699
180	58	2	-8	10963	15147
181	83	73	-11	9939	14407
182	159	131	-15	18167	21531
183	41	184	-15	15753	19451
184	192	18	-22	9040	12217
185	38	136	-13	15139	18856
186	21	164	-22	12277	16173
187	10	104	-16	3790	6469
188	193	187	-6	12661	16665
189	190	145	-15	17732	21275
190	69	138	-22	13695	16895
191	7	28	-24	8519	10533
192	57	107	-14	13827	18028
193	199	39	-23	15466	20970
194	191	104	-12	14982	20055
195	115	116	-8	14972	17853
196	152	13	-7	4449	7329
197	116	115	-14	17017	20992
198	26	59	-10	6249	11085
199	78	49	-4	2022	7540
200	98	109	-20	9665	13267
201	174	69	-20	6536	9102
202	120	110	-24	5983	9413
203	142	142	-16	11436	13872
204	1	164	-14	3664	7624
205	49	78	-6	16372	20084
206	188	22	-22	11203	16448
207	168	170	-11	13510	15954
208	190	66	-11	15431	19091
209	155	116	-13	9282	14438
210	85	120	-5	10536	14999
211	193	51	-26	7609	13484
212	123	85	-24	16344	21312
213	113	154	-10	12952	18031
214	77	93	-24	16815	18805
215	32	140	-3	7672	11405
216	105	176	-15	5111	7730
217	104	114	-19	10795	14592
218	155	53	-25	4029	6655
219	61	13	-4	16148	19451
220	100	4	-5	12710	15881
221	176	104	-21	13738	17330
222	10	32	-19	11575	15070
223	190	59	-14	5379	11016
224	167	92	-7	8917	13342
225	148	198	-18	10539	14238
226	9	0	-19	6220	10295
227	8	85	-25	17260	19447
228	88	126	-7	14181	18190
229	176	23	-25	15795	19020
230	0	94	-27	1442	3702
231	92	153	-14	7000	10362
232	121	8	-22	10564	13046
233	154	33	-24	15384	18629
234	109	26	-4	12387	15964
235	190	48	-16	14615	18100
236	12	113	-8	14421	17505
237	194	35	-20	4477	7499
